epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,5.79016,0.45201,1.41612,0.91914,0.76068,0.80416,0.86423,0.79656,0.45681,0.87471,0.90209,0.00026664,0.00026664,0.00026664
2,8.16743,0.40667,0.48959,0.87585,0.92821,0.94001,0.97612,0.90127,0.39946,0.61191,0.85803,0.000533611,0.000533611,0.000533611
3,10.5289,0.4359,0.45825,0.8824,0.55571,0.56461,0.52518,0.48201,0.48694,2.79819,0.946,0.000789583,0.000789583,0.000789583
4,12.7699,0.42456,0.44535,0.88469,0.78857,0.91987,0.92994,0.87866,0.38436,0.95045,0.83892,0.00103456,0.00103456,0.00103456
5,14.9956,0.42552,0.40153,0.88384,0.91989,0.92758,0.98907,0.93026,0.38002,0.44938,0.83713,0.00102301,0.00102301,0.00102301
6,17.2676,0.4107,0.35843,0.88389,0.86544,0.85269,0.97087,0.90913,0.38719,0.5381,0.85431,0.00100101,0.00100101,0.00100101
7,19.4783,0.44163,0.35043,0.90325,0.98594,0.80268,0.94556,0.90233,0.33572,0.56429,0.82066,0.000979013,0.000979013,0.000979013
8,21.7073,0.39581,0.3327,0.87439,0.97471,0.79046,0.87659,0.83024,0.47318,0.65065,0.92713,0.000957015,0.000957015,0.000957015
9,23.9443,0.39618,0.33653,0.86966,0.94729,0.9636,0.99063,0.96381,0.28113,0.32829,0.80461,0.000935018,0.000935018,0.000935018
10,26.2346,0.3701,0.31382,0.87402,0.9597,0.94201,0.99019,0.9568,0.2711,0.31164,0.80624,0.00091302,0.00091302,0.00091302
11,28.4611,0.3538,0.29778,0.86371,0.9933,0.99215,0.99484,0.98234,0.22307,0.20669,0.78739,0.000891022,0.000891022,0.000891022
12,30.7356,0.33514,0.29065,0.85838,0.977,0.98388,0.99239,0.98096,0.25066,0.24524,0.79624,0.000869024,0.000869024,0.000869024
13,32.9818,0.34623,0.29211,0.8535,0.98875,0.99763,0.995,0.98446,0.2199,0.20237,0.78669,0.000847026,0.000847026,0.000847026
14,35.2523,0.33031,0.27307,0.86188,0.99613,0.97998,0.9943,0.9824,0.22986,0.19833,0.78908,0.000825029,0.000825029,0.000825029
15,37.4644,0.32013,0.27187,0.85684,0.99134,0.98731,0.99394,0.98522,0.22026,0.19724,0.78915,0.000803031,0.000803031,0.000803031
16,39.7275,0.31306,0.25831,0.85153,0.99068,0.99733,0.99492,0.98777,0.22294,0.1886,0.78838,0.000781033,0.000781033,0.000781033
17,42.0256,0.31525,0.25214,0.86147,0.99647,0.99595,0.995,0.98359,0.22965,0.18376,0.79007,0.000759035,0.000759035,0.000759035
18,44.2381,0.3111,0.24829,0.84916,0.99285,0.9926,0.99492,0.98723,0.21458,0.18002,0.78949,0.000737037,0.000737037,0.000737037
19,46.4743,0.31554,0.25526,0.85733,0.99414,0.99836,0.995,0.98585,0.19992,0.17379,0.78542,0.00071504,0.00071504,0.00071504
20,48.7044,0.29198,0.23705,0.84147,0.99602,0.993,0.99484,0.99077,0.18458,0.17227,0.78384,0.000693042,0.000693042,0.000693042
21,51.008,0.28498,0.23573,0.85128,0.99605,0.9943,0.995,0.99107,0.17938,0.17023,0.78234,0.000671044,0.000671044,0.000671044
22,53.2846,0.2819,0.23822,0.84824,0.99735,0.99255,0.99372,0.98992,0.19291,0.19312,0.78746,0.000649046,0.000649046,0.000649046
23,55.5097,0.27425,0.23402,0.83452,0.99715,0.99414,0.9929,0.98838,0.18255,0.15846,0.77917,0.000627048,0.000627048,0.000627048
24,57.733,0.2772,0.23057,0.84391,0.99262,0.99483,0.99141,0.98852,0.19122,0.16764,0.78151,0.000605051,0.000605051,0.000605051
25,59.9749,0.28617,0.22598,0.84106,0.99059,0.99341,0.99218,0.98641,0.19017,0.16475,0.78273,0.000583053,0.000583053,0.000583053
26,62.2,0.28153,0.2223,0.84446,0.99118,0.99275,0.99442,0.99016,0.17602,0.15624,0.78075,0.000561055,0.000561055,0.000561055
27,64.42,0.26852,0.21966,0.84723,0.99423,0.99827,0.995,0.98967,0.17439,0.15322,0.78252,0.000539057,0.000539057,0.000539057
28,66.6471,0.26829,0.21753,0.8381,0.99641,0.9944,0.995,0.98978,0.1641,0.15405,0.78273,0.000517059,0.000517059,0.000517059
29,68.8772,0.2732,0.22191,0.8412,0.99564,0.99304,0.99492,0.99136,0.17,0.14916,0.7798,0.000495062,0.000495062,0.000495062
30,71.1756,0.26485,0.21467,0.84409,0.99473,0.9945,0.9947,0.99173,0.15075,0.14267,0.77746,0.000473064,0.000473064,0.000473064
31,73.4631,0.25372,0.2041,0.84609,0.99755,0.99695,0.995,0.99182,0.15721,0.1372,0.77782,0.000451066,0.000451066,0.000451066
32,75.7394,0.24581,0.20409,0.84016,0.99675,0.99538,0.995,0.99081,0.14402,0.13242,0.77564,0.000429068,0.000429068,0.000429068
33,77.9809,0.23934,0.19493,0.8335,0.99481,0.99739,0.995,0.99193,0.14133,0.13844,0.77654,0.00040707,0.00040707,0.00040707
34,80.257,0.23621,0.20104,0.83008,0.99467,0.99238,0.99484,0.99149,0.13521,0.13471,0.77514,0.000385073,0.000385073,0.000385073
35,82.483,0.23889,0.19854,0.83589,0.99784,0.99332,0.995,0.99275,0.12939,0.13038,0.77423,0.000363075,0.000363075,0.000363075
36,84.7558,0.23545,0.19828,0.83801,0.99221,0.99917,0.995,0.99198,0.13488,0.12822,0.77398,0.000341077,0.000341077,0.000341077
37,87.021,0.21975,0.18739,0.82052,0.99654,0.99752,0.995,0.99278,0.12916,0.12549,0.77365,0.000319079,0.000319079,0.000319079
38,89.2985,0.22305,0.18535,0.83417,0.99743,0.99776,0.995,0.99356,0.12486,0.12718,0.77432,0.000297081,0.000297081,0.000297081
39,91.5876,0.22995,0.19536,0.83807,0.99732,0.99943,0.995,0.99255,0.12366,0.12306,0.7735,0.000275084,0.000275084,0.000275084
40,93.8147,0.22569,0.18274,0.84541,0.99701,0.99842,0.995,0.99259,0.12643,0.12089,0.77336,0.000253086,0.000253086,0.000253086
41,108.163,0.17586,0.15757,0.78415,0.99661,0.99698,0.995,0.99213,0.1359,0.1223,0.77367,0.000231088,0.000231088,0.000231088
42,110.374,0.16484,0.15034,0.78866,0.99597,0.99671,0.995,0.99349,0.12236,0.12131,0.77179,0.00020909,0.00020909,0.00020909
43,112.596,0.15545,0.14582,0.77154,0.99455,0.9985,0.995,0.99203,0.12147,0.12433,0.7715,0.000187092,0.000187092,0.000187092
44,114.791,0.15579,0.14401,0.78422,0.9959,0.99906,0.995,0.99382,0.10901,0.11315,0.7704,0.000165095,0.000165095,0.000165095
45,117.067,0.14988,0.13996,0.7849,0.9968,0.99949,0.995,0.99367,0.11691,0.11448,0.77142,0.000143097,0.000143097,0.000143097
46,119.304,0.14875,0.1404,0.7832,0.99652,0.99932,0.995,0.99392,0.10555,0.10881,0.77076,0.000121099,0.000121099,0.000121099
47,121.582,0.1438,0.1358,0.77862,0.99637,0.99832,0.995,0.99425,0.10354,0.10919,0.77046,9.91012e-05,9.91012e-05,9.91012e-05
48,123.867,0.13892,0.13065,0.77863,0.99614,0.99928,0.995,0.99394,0.10777,0.10697,0.77035,7.71034e-05,7.71034e-05,7.71034e-05
49,126.077,0.13883,0.12962,0.79032,0.99643,1,0.995,0.99394,0.10377,0.10379,0.77001,5.51056e-05,5.51056e-05,5.51056e-05
50,128.27,0.12793,0.12431,0.77254,0.99666,1,0.995,0.99392,0.10112,0.10487,0.76976,3.31078e-05,3.31078e-05,3.31078e-05
1,6.06593,0.45201,1.41612,0.91914,0.76068,0.80416,0.86423,0.79656,0.45681,0.87471,0.90209,0.00026664,0.00026664,0.00026664
2,8.47147,0.40667,0.48959,0.87585,0.92821,0.94001,0.97612,0.90127,0.39946,0.61191,0.85803,0.000533611,0.000533611,0.000533611
3,10.8385,0.4359,0.45825,0.8824,0.55571,0.56461,0.52518,0.48201,0.48694,2.79819,0.946,0.000789583,0.000789583,0.000789583
4,13.1503,0.42456,0.44535,0.88469,0.78857,0.91987,0.92994,0.87866,0.38436,0.95045,0.83892,0.00103456,0.00103456,0.00103456
5,15.4399,0.42552,0.40153,0.88384,0.91989,0.92758,0.98907,0.93026,0.38002,0.44938,0.83713,0.00102301,0.00102301,0.00102301
6,17.7862,0.4107,0.35843,0.88389,0.86544,0.85269,0.97087,0.90913,0.38719,0.5381,0.85431,0.00100101,0.00100101,0.00100101
7,20.0622,0.44163,0.35043,0.90325,0.98594,0.80268,0.94556,0.90233,0.33572,0.56429,0.82066,0.000979013,0.000979013,0.000979013
8,22.3442,0.39581,0.3327,0.87439,0.97471,0.79046,0.87659,0.83024,0.47318,0.65065,0.92713,0.000957015,0.000957015,0.000957015
9,24.6912,0.39618,0.33653,0.86966,0.94729,0.9636,0.99063,0.96381,0.28113,0.32829,0.80461,0.000935018,0.000935018,0.000935018
10,27.3164,0.3701,0.31382,0.87402,0.9597,0.94201,0.99019,0.9568,0.2711,0.31164,0.80624,0.00091302,0.00091302,0.00091302
11,29.6491,0.3538,0.29778,0.86371,0.9933,0.99215,0.99484,0.98234,0.22307,0.20669,0.78739,0.000891022,0.000891022,0.000891022
12,32.0041,0.33514,0.29065,0.85838,0.977,0.98388,0.99239,0.98096,0.25066,0.24524,0.79624,0.000869024,0.000869024,0.000869024
13,34.2992,0.34623,0.29211,0.8535,0.98875,0.99763,0.995,0.98446,0.2199,0.20237,0.78669,0.000847026,0.000847026,0.000847026
14,36.6895,0.33031,0.27307,0.86188,0.99613,0.97998,0.9943,0.9824,0.22986,0.19833,0.78908,0.000825029,0.000825029,0.000825029
15,38.9892,0.32013,0.27187,0.85684,0.99134,0.98731,0.99394,0.98522,0.22026,0.19724,0.78915,0.000803031,0.000803031,0.000803031
16,41.4065,0.31306,0.25831,0.85153,0.99068,0.99733,0.99492,0.98777,0.22294,0.1886,0.78838,0.000781033,0.000781033,0.000781033
17,43.8049,0.31525,0.25214,0.86147,0.99647,0.99595,0.995,0.98359,0.22965,0.18376,0.79007,0.000759035,0.000759035,0.000759035
18,46.2803,0.3111,0.24829,0.84916,0.99285,0.9926,0.99492,0.98723,0.21458,0.18002,0.78949,0.000737037,0.000737037,0.000737037
19,48.6429,0.31554,0.25526,0.85733,0.99414,0.99836,0.995,0.98585,0.19992,0.17379,0.78542,0.00071504,0.00071504,0.00071504
20,50.9333,0.29198,0.23705,0.84147,0.99602,0.993,0.99484,0.99077,0.18458,0.17227,0.78384,0.000693042,0.000693042,0.000693042
21,53.3183,0.28498,0.23573,0.85128,0.99605,0.9943,0.995,0.99107,0.17938,0.17023,0.78234,0.000671044,0.000671044,0.000671044
22,55.6923,0.2819,0.23822,0.84824,0.99735,0.99255,0.99372,0.98992,0.19291,0.19312,0.78746,0.000649046,0.000649046,0.000649046
23,57.9897,0.27425,0.23402,0.83452,0.99715,0.99414,0.9929,0.98838,0.18255,0.15846,0.77917,0.000627048,0.000627048,0.000627048
24,60.3037,0.2772,0.23057,0.84391,0.99262,0.99483,0.99141,0.98852,0.19122,0.16764,0.78151,0.000605051,0.000605051,0.000605051
25,62.6296,0.28617,0.22598,0.84106,0.99059,0.99341,0.99218,0.98641,0.19017,0.16475,0.78273,0.000583053,0.000583053,0.000583053
26,65.1319,0.28153,0.2223,0.84446,0.99118,0.99275,0.99442,0.99016,0.17602,0.15624,0.78075,0.000561055,0.000561055,0.000561055
27,67.501,0.26852,0.21966,0.84723,0.99423,0.99827,0.995,0.98967,0.17439,0.15322,0.78252,0.000539057,0.000539057,0.000539057
28,69.8219,0.26829,0.21753,0.8381,0.99641,0.9944,0.995,0.98978,0.1641,0.15405,0.78273,0.000517059,0.000517059,0.000517059
29,72.1795,0.2732,0.22191,0.8412,0.99564,0.99304,0.99492,0.99136,0.17,0.14916,0.7798,0.000495062,0.000495062,0.000495062
30,74.4916,0.26485,0.21467,0.84409,0.99473,0.9945,0.9947,0.99173,0.15075,0.14267,0.77746,0.000473064,0.000473064,0.000473064
31,76.8342,0.25372,0.2041,0.84609,0.99755,0.99695,0.995,0.99182,0.15721,0.1372,0.77782,0.000451066,0.000451066,0.000451066
32,79.153,0.24581,0.20409,0.84016,0.99675,0.99538,0.995,0.99081,0.14402,0.13242,0.77564,0.000429068,0.000429068,0.000429068
33,81.4248,0.23934,0.19493,0.8335,0.99481,0.99739,0.995,0.99193,0.14133,0.13844,0.77654,0.00040707,0.00040707,0.00040707
34,83.7801,0.23621,0.20104,0.83008,0.99467,0.99238,0.99484,0.99149,0.13521,0.13471,0.77514,0.000385073,0.000385073,0.000385073
35,86.237,0.23889,0.19854,0.83589,0.99784,0.99332,0.995,0.99275,0.12939,0.13038,0.77423,0.000363075,0.000363075,0.000363075
36,88.5233,0.23545,0.19828,0.83801,0.99221,0.99917,0.995,0.99198,0.13488,0.12822,0.77398,0.000341077,0.000341077,0.000341077
37,90.7394,0.21975,0.18739,0.82052,0.99654,0.99752,0.995,0.99278,0.12916,0.12549,0.77365,0.000319079,0.000319079,0.000319079
38,93.0128,0.22305,0.18535,0.83417,0.99743,0.99776,0.995,0.99356,0.12486,0.12718,0.77432,0.000297081,0.000297081,0.000297081
39,95.302,0.22995,0.19536,0.83807,0.99732,0.99943,0.995,0.99255,0.12366,0.12306,0.7735,0.000275084,0.000275084,0.000275084
40,97.5268,0.22569,0.18274,0.84541,0.99701,0.99842,0.995,0.99259,0.12643,0.12089,0.77336,0.000253086,0.000253086,0.000253086
41,111.891,0.17586,0.15757,0.78415,0.99661,0.99698,0.995,0.99213,0.1359,0.1223,0.77367,0.000231088,0.000231088,0.000231088
42,114.105,0.16484,0.15034,0.78866,0.99597,0.99671,0.995,0.99349,0.12236,0.12131,0.77179,0.00020909,0.00020909,0.00020909
43,116.509,0.15545,0.14582,0.77154,0.99455,0.9985,0.995,0.99203,0.12147,0.12433,0.7715,0.000187092,0.000187092,0.000187092
44,118.714,0.15579,0.14401,0.78422,0.9959,0.99906,0.995,0.99382,0.10901,0.11315,0.7704,0.000165095,0.000165095,0.000165095
45,120.966,0.14988,0.13996,0.7849,0.9968,0.99949,0.995,0.99367,0.11691,0.11448,0.77142,0.000143097,0.000143097,0.000143097
46,123.17,0.14875,0.1404,0.7832,0.99652,0.99932,0.995,0.99392,0.10555,0.10881,0.77076,0.000121099,0.000121099,0.000121099
47,125.432,0.1438,0.1358,0.77862,0.99637,0.99832,0.995,0.99425,0.10354,0.10919,0.77046,9.91012e-05,9.91012e-05,9.91012e-05
48,127.7,0.13892,0.13065,0.77863,0.99614,0.99928,0.995,0.99394,0.10777,0.10697,0.77035,7.71034e-05,7.71034e-05,7.71034e-05
49,129.901,0.13883,0.12962,0.79032,0.99643,1,0.995,0.99394,0.10377,0.10379,0.77001,5.51056e-05,5.51056e-05,5.51056e-05
50,132.106,0.12793,0.12431,0.77254,0.99666,1,0.995,0.99392,0.10112,0.10487,0.76976,3.31078e-05,3.31078e-05,3.31078e-05
